	subject	target_sentence	db_cond	response	threshold
147	pilot3	Ich bin nicht naß geworden	1.0	 Nicht naß geworden.	sentences
148	pilot3	"""Zug endet hier!"" verkündet die Ansage"	0.0	 kündete oh Punkt punkt punkt hier	sentences
149	pilot3	Sie döst müde vor sich hin	2.0	 Sie las müde vor sich hin.	sentences
150	pilot3	Öffnet doch gleich beide Türen	10.0	 Öffnet doch gleich beide Türen.	sentences
151	pilot3	Durch Wald und Feld führt unser Weg	2.0	 Durch Wald und Fels führt unser Weg.	sentences
152	pilot3	Am Zaun steht eine Regentonne	-2.0	 Am Zaun steht eine Regentonne.	sentences
153	pilot3	Nun sind wir gleich im Wagen	-1.0	 Er musste sie gleich waschen.	sentences
154	pilot3	Da läuft der Zug ein	-2.0	 nicht verstanden.	sentences
155	pilot3	Mittwoch kommt uns Besuch passend	-1.0	 Sie sieht passend aus.	sentences
156	pilot3	Das war jetzt aber ein schöner Tag	0.0	 Das war jetzt aber ein schöner Tag.	sentences
157	pilot3	Auf dem Brett leuchten bunte Tulpen	1.0	 auf punkt punkt tobte der	sentences
158	pilot3	Wir werden Euch nie vergessen	-1.0	 Nicht vergessen!	sentences
159	pilot3	Er bekam einen Rüffel von höherer Stelle	1.0	 Er bekam eine Runde.	sentences
160	pilot3	Die drei Männer sind begeistert	-2.0	 Die drei Männer sind begeistert.	sentences
161	pilot3	Die Hilfsmannschaft setzt sich in Marsch	0.0	 Die Hilfsmannschaft setzte sich in Marsch. 	sentences
162	pilot3	Ich brauche heute eine Verbindung ab Köln	1.0	 eine Verbindung nach Köln. Die Frau brauchte	sentences
163	pilot3	Öfen brauchen Kohlen und Briketts	2.0	 und Briketts.	sentences
164	pilot3	Laß bitte das Licht brennen	2.0	 das Ende des Lichts.	sentences
165	pilot3	Nun bin ich mächtig gespannt	-2.0	 Er war mächtig gespannt.	sentences
166	pilot3	Verkehrsampeln leuchten grün, gelb, rot	-1.0	 Die Verkehrsampel leuchtete grün, gelb und rot.	sentences
167	pilot3	Danach kannst Du Dich wirklich richten	-1.0	 Danach kannst du dich wieder	sentences
168	pilot3	Voller Glück sind wir am Ziel	-1.0	 Sieg, voller punkt punkt punkt	sentences
169	pilot3	Nehmt doch Butter zum Brot	0.0	 nicht verstanden.	sentences
170	pilot3	Nachts merkst du die Furcht	1.0	 Nachts?	sentences
171	pilot3	Opa jammert ständig über seine Asthmaanfälle	0.0	 ständig in seine	sentences
172	pilot3	Guten Morgen, meine Damen und Herren	-1.0	 Guten Morgen, meine Damen und Herren.	sentences
173	pilot3	Alle Kritiker rühmen das mit großer Verzögerung erschienene neue Jugendbuch	10.0	Alle Kritiker rühmen das mit großer Verzögerung erschienene Buch. 	sentences
174	pilot3	Sie ißt kein salziges Gericht	2.0	 Sie isst ein salziges Gericht.	sentences
175	pilot3	Du begrüßt erst Deinen Gast	-1.0	 Begrüß erst deinen Gast.	sentences
176	pilot3	Alle Kinder essen gern Eis	0.0	 Alle Kinder essen gerne Eis.	sentences
177	pilot3	Bücher, Zeitschriften und Illustrierte sind in Frankreich auch in Tabakläden erhältlich	-1.0	Bücher, Zeitschriften und Illustrierte sind in Frankreich auch 	sentences
178	pilot3	Wir danken Ihnen für die freundliche Unterstützung und hoffen weiterhin auf gute Zusammenarbeit	-2.0	 und freue mich auf die weitere Zusammenarbeit.	sentences
179	pilot3	Wir wollen heute spazieren gehen	-1.0	 Wir wollen heute spazieren gehen.	sentences
180	pilot3	Du darfst dich wieder setzen	-1.0	Er kann sich wieder setzen. 	sentences
181	pilot3	Ein Bauer arbeitet auf seinem Acker	-2.0	 der Bauer arbeitete	sentences
182	pilot3	Sie gehen in die Oper	-2.0	 nicht verstanden.	sentences
183	pilot3	Heute jeder Platz: Eins fünfzig	0.0	 Heute jeder Platz eins	sentences
184	pilot3	Vom Marktplatz an folgst du erstmals den gelbblauen Punkten	10.0	Vom Marktplatz an folgst du erstmals den blau-gelben Punkten. 	sentences
185	pilot3	Im Topf kocht das Wasser	-1.0	 Mutter sagt was	sentences
186	pilot3	Achtlos wirft der Knirps Matsch durchs Eckfenster	10.0	Wirft der Knirps punkt punkt punkt durch das Fenster.	sentences
187	pilot3	Die Bremse quietscht beim linkslastigen Bremsen	-2.0	 nicht verstanden.	sentences
188	pilot3	Vor Erschöpftheit warten wir das Ende des Kampfs nicht ab	1.0	 Warten wir das Ende.	sentences
189	pilot3	Die Abfangjäger flogen auch an Neujahr über das Dörfchen	0.0	Abfangjäger flogen auf einen	sentences
190	pilot3	Prinzipiell müssen alle Hunde ein Halsband tragen	10.0	 Prinzipiell mussten alle Hunde ein Halsband tragen.	sentences
191	pilot3	Abends lieber zeitig schlafen gehen	1.0	 Zeitstrafen.	sentences
192	pilot3	Es ist zäh wie Leder	1.0	 Leder	sentences
193	pilot3	Erste Stunde Deutsch, dann Englisch	-1.0	punkt punkt punkt Dann links.	sentences
194	pilot3	Er ist in diesem Jahr Strohwitwer	2.0	Er ist in diesem Jahr. 	sentences
195	pilot3	Nach diesen Sturmböen herrscht ein furchtbares Chaos	-1.0	 Nach dieser Sturmböe herrscht ein furchtbares Chaos.	sentences
196	pilot3	Für Volkskunst schwärmt nicht jede Altersstufe	2.0	 Hat nicht jeder Volks	sentences
197	pilot3	Die Tragödie wurde mit langdauernden Gongschlägen eröffnet	-2.0	 nicht verstanden.	sentences
198	pilot3	Ich will morgen abend nach Frankfurt	2.0	 Sie flogen ab nach Frankfurt.	sentences
199	pilot3	Ein Sofa steht an der Wand	-1.0	 Wand über	sentences
200	pilot3	In den nächsten Jahren werde ich kein Pökelfleisch mehr essen	2.0	 In den nächsten Jahren werde ich kein Pökelfleisch mehr essen.	sentences
201	pilot3	Die Rinder sind noch auf der Weide	-2.0	Auf der Bank	sentences
202	pilot3	Lange nicht geseh'n, mein Lieber	0.0	 Lange nicht gesehen, Elvira.	sentences
203	pilot3	Draußen fliegt die Landschaft vorbei	-2.0	 ging die Mannschaft.	sentences
204	pilot3	Schulkinder müssen Rechnen und Schreiben lernen	10.0	 Schulkinder müssen rechnen und schreiben lernen.	sentences
205	pilot3	Der Bahnhof liegt sieben Minuten entfernt	-1.0	 Er war nur noch sieben Minuten entfernt.	sentences
206	pilot3	Kein gutes Wetter, wenig Gäste	0.0	 nicht verstanden.	sentences
207	pilot3	Achtung, der Eilzug aus Nizza fährt auf Gleis zwölf ein	1.0	Die Abfahrt des Eilzugs aus Nizza bis zwölf ein.	sentences
208	pilot3	Zum Schnitzel gibt es Erbsen	0.0	 Herbst	sentences
209	pilot3	Der Dachstuhl erhält einen perlweißen Kalkputz	2.0	 Er hält eine Kamera.	sentences
210	pilot3	Einstweilen ist Erfolg die Hauptsache	2.0	 Einstweilen befolgt die	sentences
211	pilot3	Ich habe meine Hände eingesalbt	0.0	Ich habe meine Hände eingeweicht. 	sentences
212	pilot3	Anschrift und Marke nicht vergessen	10.0	Handschellen und Marke nicht vergessen. 	sentences
213	pilot3	Ich möchte dir den Tuschkasten abkaufen	-2.0	 Nicht verstanden!	sentences
214	pilot3	Der Vertragsabschluß sah eine vieljährige Laufzeit vor	0.0	 folgte der siebenjährigen Hochzeit.	sentences
215	pilot3	Er hat eine sprunghafte Gangart	-1.0	 Er hatte eine sprunghafte Erinnerung.	sentences
216	pilot3	Ein Stückchen weiter nördlich ist eine Umgehungsstraße	0.0	 Ein Stückchen weiter nördlich ist die Straße.	sentences
217	pilot3	Löst doch die Fahrkarten am Schalter	2.0	 nicht verstanden.	sentences
218	pilot3	Frische Gardinen hängen am Fenster	0.0	 frische Gardinen hängen am Fenster.	sentences
219	pilot3	Er gewinnt sechs Spiele nacheinander	-2.0	 Er gewinnt sechs Spiele nacheinander.	sentences
220	pilot3	Nüsse muß man gut kauen	-2.0	 Das muss man gut	sentences
221	pilot3	Er schlägt einen Dübel in die Wand	1.0	 Er steckte eine	sentences
222	pilot3	In Eurer Wohnung waren Diebe	1.0	 waren viele.	sentences
223	pilot3	In der Dämmerung kommen wir heim	0.0	 In der Dämmerung	sentences
224	pilot3	Den König hat der Putschversuch der Bürger sicher zu Tode erschreckt	-2.0	 Den König hat der Such der Bürger zu Tode erschreckt.	sentences
225	pilot3	Dort muß jedes Auto bremsen	2.0	 jedes Auto noch muss	sentences
226	pilot3	Das Kamel hat zwei Höcker	1.0	 Das Kamel hat Beine.	sentences
227	pilot3	Der Kursteilnehmer wählt das einfachste Exemplar der vergilbten Schriftstücke	0.0	 Der Kursteilnehmer wählt das längste.	sentences
228	pilot3	Die Basler Fastnacht ist berühmt	1.0	 ist grün	sentences
229	pilot3	Die Bejahung dieser Frage ist meine Bedingung für einen Neuanfang	2.0	Die Beantwortung dieser Frage ist meine Bedingung für einen Neuanfang? 	sentences
230	pilot3	Rückt die Stühle an den Tisch	-2.0	 spüre.	sentences
231	pilot3	Nichts verletzt mehr als Spott	0.0	 Nicht verstanden.	sentences
232	pilot3	Aus dem Radio klingt Musik	1.0	 aus dem Radio tönte Musik.	sentences
233	pilot3	Sie wringt den Putzlappen aus	1.0	 Sie bringt den Putzlappen hinaus.	sentences
234	pilot3	Der Besitz des Kiosks ist rechtlich verpfändet	10.0	 Der Besitz des Kiosks ist rechtlich verpfändet.	sentences
235	pilot3	Ich spüre ihn nicht mehr	0.0	 Ich spüre ihn nicht mehr.	sentences
236	pilot3	Weil zwei Parlamentssitze frei werden, ist eine Nachwahl erforderlich	-2.0	 nicht verstanden.	sentences
0	pilot5	Das amtliche Amtsblatt liegt überm Durchschnitt	-1.0	 wie beim Deutschen.	sentences
1	pilot5	Es geht hier ums Prinzip	-2.0	 nicht verstanden.	sentences
2	pilot5	Frische Gardinen hängen am Fenster	-2.0	 etwas steht am Fenster.	sentences
3	pilot5	Die Basler Fastnacht ist berühmt	0.0	 Irgendwas mit Nacht.	sentences
4	pilot5	Der Karlspreis ist die Sternstunde eines Films	-1.0	 Sternstunde.	sentences
5	pilot5	Er schlägt einen Dübel in die Wand	-2.0	 nicht verstanden.	sentences
6	pilot5	Unsere beiden Hunde haben Durst	1.0	 die beiden Hunde haben.	sentences
7	pilot5	Zuvor müssen wir uns stärken	2.0	 nicht verstanden.	sentences
8	pilot5	Nehmt doch Butter zum Brot	1.0	 Nehmt doch Butter zum Brot.	sentences
9	pilot5	Im Hauptquartier rüsten sich die Bergsteiger zur Erstbesteigung des Berges	1.0	 Im Hauptquartier rüsten sich die Bergsteiger zum Besteigen des Bergs.	sentences
10	pilot5	Voller Glück sind wir am Ziel	2.0	 nicht verstanden.	sentences
11	pilot5	Guten Morgen, meine Damen und Herren	-2.0	 Guten Morgen meine Damen und Herren.	sentences
12	pilot5	Stehend macht man seine Aussage	2.0	 Ich stehe zu der Aussage.	sentences
13	pilot5	Am Samstag öffnet der Kiosk erstmals	2.0	 Am Samstag öffnet der Kiosk erstmals.	sentences
14	pilot5	Auch der Elefant ist ein Geschöpf Gottes	-1.0	 nicht verstanden.	sentences
15	pilot5	Im Dschungel herrscht skrupellose Lebensform	0.0	 im Dschungel herrscht skrupellose... weiß nicht...	sentences
16	pilot5	Die Hilfsmannschaft setzt sich in Marsch	1.0	 Die Hilfsmannschaft setzt sich in Marsch.	sentences
17	pilot5	Leider ist dies Haus teuer	0.0	 Leider ist das Haus teuer.	sentences
18	pilot5	Verkehrsampeln leuchten grün, gelb, rot	-1.0	 Die Verkehrslampen leuchten rot gelb rot.	sentences
19	pilot5	Der smarte Bergsteiger betrachtet furchtlos die Szene	-1.0	 Gänsesteiger.	sentences
20	pilot5	Dienstag wieder frisch gebrannte Mandeln	0.0	 Dienstag wieder frisch gebrannte Mandeln.	sentences
21	pilot5	Sonntags trinken viele Männer Bier	1.0	 Sonntags.	sentences
22	pilot5	Sie döst müde vor sich hin	-2.0	 Müde?	sentences
23	pilot5	Achtung, der Eilzug aus Nizza fährt auf Gleis zwölf ein	-1.0	 Heizung und Nizza?	sentences
24	pilot5	Er wird ihr ewig treu bleiben	10.0	 Er wird mir ewig treu bleiben.	sentences
25	pilot5	Nach der harten Arbeit brauche ich Zerstreuung	10.0	 Nach der harten Arbeit brauche ich Zerstreuung.	sentences
26	pilot5	Der Löwe schleicht im Käfig umher	0.0	 schleicht im Käfig umher.	sentences
27	pilot5	Er hat Schmerzen im Gesäß	-2.0	 Er hat Schmerzen im Gesäß.	sentences
28	pilot5	Der süße Wauwau hat ein reiches Frauchen	1.0	 Der süße Wauwau hat ein weiches Haus.	sentences
29	pilot5	Der Mokka ist zu stark	10.0	 Der Mokka ist zu stark.	sentences
30	pilot5	Ich müßte lesen und rechnen	2.0	 nicht verstanden.	sentences
31	pilot5	Durch Wald und Feld führt unser Weg	10.0	 führt uns den Weg und Wald und Feld.	sentences
32	pilot5	Es wird auch da chinesisch gesprochen	2.0	 nicht verstanden.	sentences
33	pilot5	Wir hören den plätschernden Bach	10.0	 Wir hören den plätschernden Bach.	sentences
34	pilot5	Nicht alle Menschen verkraften den Linksverkehr sofort	1.0	 Linksverkehr sofort!	sentences
35	pilot5	Danach kannst Du Dich wirklich richten	1.0	 Danach kannst du mich wirklich richten.	sentences
36	pilot5	Leise rollen wir aus dem Bahnhof	1.0	 Deshalb rollen wir auf dem Bahnhof.	sentences
37	pilot5	Bei dem Peitschenknall scheuten die Rösser	10.0	 Bei dem Peitschenknall scholten wir Wasser.	sentences
38	pilot5	Einige Busse fahren heute später	-1.0	 Einige Busse waren später.	sentences
39	pilot5	Iß dein Essen nie hastig	-2.0	 Vergessen?	sentences
40	pilot5	Das Mädchen fand diese Muscheln	1.0	 Das Mädchen fand eine Hose.	sentences
41	pilot5	Ich bin dreißig Jahre alt	0.0	 Ich bin dreißig Jahre alt.	sentences
42	pilot5	Schnupfen stört uns natürlich sehr	-2.0	 nicht verstanden.	sentences
43	pilot5	Hier richten Zimmerleute ein Dach	2.0	 Hier richten zehn Leute ein Dach.	sentences
44	pilot5	Ein Sofa steht an der Wand	1.0	 Ein Sofa steht an der Wand.	sentences
45	pilot5	Die Bejahung dieser Frage ist meine Bedingung für einen Neuanfang	0.0	 nicht verstanden.	sentences
46	pilot5	Wir danken Ihnen für die freundliche Unterstützung und hoffen weiterhin auf gute Zusammenarbeit	1.0	 Wir danken Ihnen für Ihre Unterstützung und hoffen weiterhin auf gute Zusammenarbeit.	sentences
47	pilot5	Vor Erschöpftheit warten wir das Ende des Kampfs nicht ab	-1.0	 Vor Erschöpftheit warfen wir ... mh mh mh ab.	sentences
48	pilot5	Prinzipiell müssen alle Hunde ein Halsband tragen	-1.0	Prinzipiell müssen alle.	sentences
49	pilot5	Der Vertragsabschluß sah eine vieljährige Laufzeit vor	-2.0	 Der Vertragsabschluss sieht eine Mindestlaufzeit vor.	sentences
50	pilot5	Das Kamel hat zwei Höcker	2.0	 Das Kamel hat zwei Höcker.	sentences
51	pilot5	Wut, Neid und ständige Drohungen und Schmähungen kennzeichnen sein Verhalten	0.0	 ständige Bedrohungen	sentences
52	pilot5	Aus dem Radio klingt Musik	-2.0	 aus dem Radio klingt Musik.	sentences
53	pilot5	Die Skizzen sind sich ähnlich	-1.0	 Die Skizzen sind zu wenig.	sentences
54	pilot5	Sie hat die Neuigkeit mit Genugtuung aufgenommen	0.0	 Sie hatten Neuigkeiten mit Genugtuung.	sentences
55	pilot5	Es gehört zu einer Feldscheune	2.0	 Es gehört zu einer Feldstudie.	sentences
56	pilot5	Schulkinder müssen Rechnen und Schreiben lernen	1.0	 Nicht verstanden.	sentences
57	pilot5	Das ist nun doch die Höh	0.0	 Das ist wohl doch die Höhe.	sentences
58	pilot5	Vati läßt mich Chemie studieren	0.0	 nicht verstanden.	sentences
59	pilot5	Zum Ausweis gehört ein Lichtbild	0.0	 Zum Ausweis gehört ein Lichtbild.	sentences
60	pilot5	Der herrische Pate versteht sich als Pol der ganzen Familie	2.0	 Der herrische Pate steht zum der ganzen Familie.	sentences
61	pilot5	Der Dachstuhl erhält einen perlweißen Kalkputz	-1.0	 Der Gastbruder hält seinen...	sentences
62	pilot5	Nach einer Umfrage kennt niemand dieses Fremdwort	1.0	 Nach einer Umfrage kennt niemand diesen...	sentences
63	pilot5	Gut Ding will Weile haben	2.0	 Gut Ding will Weile haben.	sentences
64	pilot5	Dort muß jedes Auto bremsen	10.0	 Doch muss jedes Auto brennen.	sentences
65	pilot5	Durch den ständigen Föhn verdorren die Ähren	-1.0	 nicht verstanden.	sentences
66	pilot5	Nicht jeder verträgt kaltes Bier	1.0	 Nicht jeder verträgt Kaltes.	sentences
67	pilot5	Adler fliegen tausend Meter hoch	10.0	 Adler fliegen tausend Meter hoch.	sentences
68	pilot5	In Eurer Wohnung waren Diebe	-2.0	 nicht verstanden.	sentences
69	pilot5	Opa jammert ständig über seine Asthmaanfälle	-1.0	 Opa jammert ständig über seine Hasselbach...	sentences
70	pilot5	Ein Bauer arbeitet auf seinem Acker	0.0	 Ein Bauer arbeitet auf seinem Acker.	sentences
71	pilot5	Die drei Männer sind begeistert	2.0	 Die drei Männer sind begeistert.	sentences
72	pilot5	Wir wollen heute spazieren gehen	1.0	 Wir wollen heute spazieren gehen.	sentences
73	pilot5	Kein gutes Wetter, wenig Gäste	1.0	 gutes Wetter, wenig Messe.	sentences
74	pilot5	Mittwoch kommt uns Besuch passend	-2.0	 Mittwoch würde uns Besuch passen.	sentences
75	pilot5	Das war jetzt aber ein schöner Tag	1.0	 Das war jetzt aber ein schöner Tag.	sentences
76	pilot5	Vor der Hütte sitzt ein großer Heuhaufen	1.0	 Vor der Hütte sitzt ein großer...	sentences
77	pilot5	Es ist zäh wie Leder	-1.0	 Es ist.	sentences
78	pilot5	Ein primitiver Mensch wird keine Scheu kennen	-2.0	 Die Politik verwendet keine	sentences
79	pilot5	Schmelzdraht schmilzt bei elfhundert Grad	0.0	 Schmelzer und Elf	sentences
80	pilot5	Lange nicht geseh'n, mein Lieber	10.0	 Lange nicht gesehen, mein Lieber.	sentences
81	pilot5	Mit einem Ringchen wird die Gangschaltung wieder gangbar	10.0	 Mit einem Händchen wird die Gangschaltung wieder wärmer.	sentences
82	pilot5	Nachts merkst du die Furcht	10.0	 Nachts merkst du die Furcht.	sentences
83	pilot5	In der Dämmerung kommen wir heim	2.0	 In der Dämmerung kommen wir heim.	sentences
84	pilot5	Du darfst dich wieder setzen	2.0	 übersetzt.	sentences
85	pilot5	Alle Kinder essen gern Eis	-1.0	 Alle Kinder essen hmhm Eis.	sentences
86	pilot5	In den nächsten Jahren werde ich kein Pökelfleisch mehr essen	10.0	 In den nächsten Jahren werde ich kein Pökelfleisch mehr essen.	sentences
87	pilot5	Auf dem Brett leuchten bunte Tulpen	2.0	 auf dem brett leuchten rote	sentences
88	pilot5	Diese zarten Blumen welken rasch	2.0	 diese Taten rasch.	sentences
89	pilot5	Er hat eine sprunghafte Gangart	1.0	Er hat eine hmhm Gangart.	sentences
90	pilot5	Ich habe Angst, daß der Pilz giftig ist	0.0	 Ich habe Angst, dass der Pilz giftig ist.	sentences
91	pilot5	Nüsse muß man gut kauen	-1.0	 Wäsche muss man gut trocknen.	sentences
92	pilot5	Ich brauche heute eine Verbindung ab Köln	10.0	 Ich brauche heute eine Verbindung ab Köln.	sentences
93	pilot5	Der fünfzehige Fuß kommt in der Tierwelt häufig vor	2.0	 Der Hmhm unter ihrem Fuß kommt in der Tierwelt oft vor.	sentences
94	pilot5	Ich spüre ihn nicht mehr	1.0	 Ich spüre ihn nicht mehr.	sentences
95	pilot5	Wir werden Euch nie vergessen	0.0	 Wir werden euch nie vergessen.	sentences
96	pilot5	Zum Schnitzel gibt es Erbsen	-2.0	 Zum hmhm wird es ernst.	sentences
97	pilot5	Die Abfangjäger flogen auch an Neujahr über das Dörfchen	2.0	 die Abfalljäger flogen über ein über das über die Dörfer hinweg. 	sentences
98	pilot5	Manche Menschen vertragen keine Erdbeeren	-1.0	 Manche Menschen vertragen keine Erd...	sentences
99	pilot5	Das ist ein dünnes Gesöff in diesem Bottich	-2.0	 Das ist ein hmhm gesöff in diesem...	sentences
100	pilot5	Mach Dir's bequem, alter Freund	2.0	 Machts dir bequem alter Freund.	sentences
101	pilot5	Der Kursteilnehmer wählt das einfachste Exemplar der vergilbten Schriftstücke	1.0	 der Kursteilnehmer vergilbt.	sentences
102	pilot5	Diese Mannschaft schoß gleich drei Tore	0.0	 Die Mannschaft schoss gleich drei Tore.	sentences
103	pilot5	Jungen lieben Streit, Mädchen Eintracht	1.0	 Jungen suchen Streit, Mädchen sind einfach.	sentences
104	pilot5	Der Bauherr hat in der nahen Strohscheune eine Eule gefangen	10.0	 Der Bauherr hat in der nahen Strohscheune eine Eule gefangen.	sentences
105	pilot5	Unser Doktor besucht Vater täglich	2.0	 Unser Doktor besucht Franka täglich.	sentences
106	pilot5	Du bewirbst dich bei der gepflegten Wirtschaftsbank	1.0	 Du bewirbst dich bei einer gepflegten Wirtschaftsbank.	sentences
107	pilot5	Ein kleines Flämmchen in der Koje der Jolle entwickelte sich zu einem Brand	0.0	 Ein kleines Männchen in einer...mhm...entwickelte sich prächtig.	sentences
108	pilot5	Unsere Söhne lieben flotte Tänze	-1.0	 Unsere Söhne.	sentences
109	pilot5	Im Januar fährt der Schlepper nach Dänemark	10.0	 Im Januar fährt der Schlepper nach Dänemark.	sentences
110	pilot5	Diese Wohnung liegt zu hoch	1.0	 Diese Wohnung liegt zu hoch.	sentences
111	pilot5	Zwei Delfter Vasen überragten einen steinernen Löwen und einen chinesischen Buddha	-1.0	Zwei hmhmhmhm und ein Chinese	sentences
112	pilot5	Die Aussicht vom Viadukt ist grandios	2.0	 Die Aussicht vom Viadukt ist grandios.	sentences
113	pilot5	Du hilfst mir beim Fernstudium	10.0	 Du hilfst mir beim Fernstudium.	sentences
114	pilot5	Ich packe langsam meine Sachen	0.0	 Ich verliere langsam meinen Saft	sentences
115	pilot5	Du brauchst eine Schere und liniiertes Papier	2.0	 Du brauchst eine Schere und liniertes Papier.	sentences
116	pilot5	Motoren brauchen Benzin, Öl und Wasser	-2.0	 Irgendwas mit zehn.	sentences
117	pilot5	Ich habe meine Hände eingesalbt	-1.0	 Ich habe meine Hände eingeseift.	sentences
118	pilot5	In der Loipe läuft er Schi	10.0	 In der Loipe läuft er Schi.	sentences
119	pilot5	Die Rage des Oberstleutnants führt zum Kampf	-2.0	 die Nase des Oberstleutnants.	sentences
120	pilot5	Sechs Mädchen wollen Schwester werden	10.0	 Die sechs Mädchen wollen Schwestern werden.	sentences
121	pilot5	Bücher, Zeitschriften und Illustrierte sind in Frankreich auch in Tabakläden erhältlich	0.0	 Bücher, Zeitungen und Illustrierte sind in Frankreich in Tabakläden erhältlich.	sentences
122	pilot5	In Zukunft kommt jeder falsche Versicherungsfall vor das Bezirksgericht	-2.0	 In Zukunft kommt jeder Versicherungsfall...	sentences
123	pilot5	Böse Menschen verdienen ihre Strafe	1.0	 Böse Menschen verlernen oder vergehen die Sprache.	sentences
124	pilot5	Das Baujahr der Büromöbel liegt lange zurück	-2.0	 Das Baujahr der Büromöbel...	sentences
125	pilot5	Die Kartoffeln gehören zum Mittagessen	1.0	 nicht verstanden.	sentences
126	pilot5	Diese Durchsage ist ohne Gewähr	0.0	 Diese Durchsage ist ohne Gewehr.	sentences
127	pilot5	Die Bremse quietscht beim linkslastigen Bremsen	10.0	 Die Bremse quietscht beim linkslastigen Bremsen.	sentences
128	pilot5	Dieses Öfchen sieht aber hübsch aus	-1.0	 Dieses Öfchen sieht aber hübsch aus.	sentences
129	pilot5	Ich bin nicht naß geworden	-2.0	 Ich bin nicht naß geworden.	sentences
130	pilot5	Am Zaun steht eine Regentonne	2.0	 Am Zaun steht eine Regentonne.	sentences
131	pilot5	Nichts verletzt mehr als Spott	10.0	 Nichts verletzt mehr als Sport.	sentences
132	pilot5	Englische Kriminalromane sind ihm die liebste Lektüre	0.0	Englische Kriminalromane sind am Liebsten	sentences
133	pilot5	Sie wringt den Putzlappen aus	1.0	 Sie wringt den Putzlappen aus.	sentences
134	pilot5	Wir gehen auf den Bahnsteig	-1.0	 Irgendwas mit Bahn?	sentences
135	pilot5	Unsere Eltern tanzen Wiener Walzer	0.0	 Unsere Eltern tanzen Wiener Walzer.	sentences
136	pilot5	Wir haben ein Abteil extra für uns	10.0	 Wir haben einen Abteil extra für uns.	sentences
137	pilot5	Er ist zwar kein Genie, aber doch ein fähiger Ingenieur	0.0	 Er ist zwar kein Genie, aber doch ein fähiger Mitstudent.	sentences
138	pilot5	Der Pflug zieht tiefe Furchen	0.0	 Der Flug zieht tief vor uns.	sentences
139	pilot5	Löst doch die Fahrkarten am Schalter	0.0	 Irgendwas mit Fahrkarte.	sentences
140	pilot5	Achtlos wirft der Knirps Matsch durchs Eckfenster	-2.0	 nicht verstanden.	sentences
141	pilot5	Dauernd klopft es an der Tür	2.0	 Dauernd klopft es an der Tür.	sentences
142	pilot5	Ich will am Montag um acht Uhr nach Stuttgart	2.0	 Sie fährt Montag um sechs Uhr nach Stuttgart.	sentences
143	pilot5	Diese Gegend nennt man Sandwüste	-1.0	 diese Gegend.	sentences
144	pilot5	Du begrüßt erst Deinen Gast	-1.0	 Wir begrüßen deinen Gast.	sentences
145	pilot5	Alle eilen gleich links ins Freie	10.0	 alle einen gleich links ins Freie.	sentences
146	pilot5	Erste Stunde Deutsch, dann Englisch	-1.0	 Erst sprechen wir Deutsch, dann Englisch.	sentences
147	pilot5	Sie schießen spöttische Blicke auf den armen Spanier	10.0	 Sie schießen spöttische Blicke auf den armen Spanier.	sentences
148	pilot5	Anschrift und Marke nicht vergessen	-1.0	 einsteigen und Marke nicht vergessen.	sentences
149	pilot5	Nicht nur in archaischer Zeit gab es bei den Römern viele Götter	0.0	 nicht nur in archaischer Zeit gab es.	sentences
150	pilot5	Wenn ihr ihm das kostbare Bild abjagen könntet, gäbe es Grund zum Aufjauchzen	0.0	 Wenn ihr ihm das kostbare Gold abluchsen könnt, gäbe es Grund zum Jauchzen.	sentences
151	pilot5	In den Bergen kann man gut Schi laufen	2.0	 In den Bergen kann man gut Schi laufen.	sentences
152	pilot5	Der gelbe Küchenofen sorgt für Wärme	10.0	 Der gelbe Küchenofen sorgt für Wärme.	sentences
153	pilot5	Er schüttelt kräftig Deine Hand	-1.0	 etwas bekräftigt.	sentences
154	pilot5	Unserer Tante fehlt gar nichts	1.0	 unsere Tante	sentences
155	pilot5	Ich will keine Zeit durch weitere nutzlose Bemühungen vergeuden	-1.0	 Zeit und Nutzen.	sentences
156	pilot5	Nun bin ich mächtig gespannt	-2.0	 nicht verstanden.	sentences
157	pilot5	Ich benötige eine Zugverbindung von München nach Aachen	-1.0	 In Köln fährt eine Zugverbindung.	sentences
158	pilot5	Nervöse Menschen brauchen viel Ruhe	1.0	 Erhöhte Menschen brauchen viel Ruhe.	sentences
159	pilot5	Weil zwei Parlamentssitze frei werden, ist eine Nachwahl erforderlich	-1.0	 Bei zwei Parlamentswahlen ist eine Nachwahl erforderlich.	sentences
160	pilot5	Allzu lebhafte Kinder machen nervös	10.0	 Allzu lebhafte Kinder machen nervös.	sentences
161	pilot5	Freilich, trockenes Wetter brauchen wir	2.0	 Freilich, trockenes Wetter brauchen Sie.	sentences
162	pilot5	Ich möchte dir den Tuschkasten abkaufen	-2.0	 Ich möchte Straßenabfahrt.	sentences
163	pilot5	Einstweilen ist Erfolg die Hauptsache	10.0	 Einstweilen ist Erfolg die Hauptsache.	sentences
164	pilot5	Nun sind wir gleich im Wagen	0.0	 Nun sind wir gleich im Wald.	sentences
165	pilot5	Laß bitte das Licht brennen	-2.0	 nicht verstanden.	sentences
166	pilot5	Der Besitz des Kiosks ist rechtlich verpfändet	0.0	 Der Besitz des Kiosks ist leicht zu händeln.	sentences
167	pilot5	Er gewinnt sechs Spiele nacheinander	0.0	 Er gewinnt sechs Spiele.	sentences
